ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,SalesAmount,TaxAmt,Freight
363,2012-12-31,2013-01-12,2013-01-27,11257,4,SO51231,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
480,2012-12-31,2013-01-12,2013-01-28,11257,4,SO51231,1,2.29,2.29,0,0.8565,2.29,0.1832,0.0573
571,2012-12-31,2013-01-12,2013-01-29,11615,10,SO51232,1,742.35,742.35,0,461.4448,742.35,59.388,18.5588
214,2012-12-31,2013-01-12,2013-01-30,11615,10,SO51232,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
583,2012-12-31,2013-01-12,2013-01-31,18467,9,SO51233,1,1700.99,1700.99,0,1082.51,1700.99,136.0792,42.5248
562,2012-12-31,2013-01-12,2013-02-01,28204,9,SO51234,1,2384.07,2384.07,0,1481.9379,2384.07,190.7256,59.6018
214,2012-12-31,2013-01-12,2013-02-02,28204,9,SO51234,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
361,2012-12-31,2013-01-12,2013-02-03,11105,9,SO51235,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
359,2012-12-31,2013-01-12,2013-02-04,11106,9,SO51236,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
357,2012-12-31,2013-01-12,2013-02-05,11061,9,SO51237,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
478,2012-12-31,2013-01-12,2013-02-06,11061,9,SO51237,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-31,2013-01-12,2013-02-07,11061,9,SO51237,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
214,2012-12-31,2013-01-12,2013-02-08,11061,9,SO51237,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
359,2012-12-31,2013-01-12,2013-02-09,11002,9,SO51238,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
353,2012-12-31,2013-01-12,2013-02-10,11076,9,SO51239,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
487,2012-12-31,2013-01-12,2013-02-11,11076,9,SO51239,1,54.99,54.99,0,20.5663,54.99,4.3992,1.3748
584,2012-12-31,2013-01-12,2013-02-12,23859,6,SO51240,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
222,2012-12-31,2013-01-12,2013-02-13,23859,6,SO51240,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
606,2012-12-31,2013-01-12,2013-02-14,21600,4,SO51241,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
538,2012-12-31,2013-01-12,2013-02-15,21600,4,SO51241,1,21.49,21.49,0,8.0373,21.49,1.7192,0.5373
480,2012-12-31,2013-01-12,2013-02-16,21600,4,SO51241,1,2.29,2.29,0,0.8565,2.29,0.1832,0.0573
388,2012-12-31,2013-01-12,2013-02-17,19225,4,SO51242,1,1120.49,1120.49,0,713.0798,1120.49,89.6392,28.0123
222,2012-12-31,2013-01-12,2013-02-18,19225,4,SO51242,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
471,2012-12-31,2013-01-12,2013-02-19,19225,4,SO51242,1,63.5,63.5,0,23.749,63.5,5.08,1.5875
605,2012-12-31,2013-01-12,2013-02-20,25609,10,SO51243,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
538,2012-12-31,2013-01-12,2013-02-21,25609,10,SO51243,1,21.49,21.49,0,8.0373,21.49,1.7192,0.5373
529,2012-12-31,2013-01-12,2013-02-22,25609,10,SO51243,1,3.99,3.99,0,1.4923,3.99,0.3192,0.0998
604,2012-12-31,2013-01-12,2013-02-23,29355,8,SO51244,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
538,2012-12-31,2013-01-12,2013-02-24,29355,8,SO51244,1,21.49,21.49,0,8.0373,21.49,1.7192,0.5373
529,2012-12-31,2013-01-12,2013-02-25,29355,8,SO51244,1,3.99,3.99,0,1.4923,3.99,0.3192,0.0998
480,2012-12-31,2013-01-12,2013-02-26,29355,8,SO51244,1,2.29,2.29,0,0.8565,2.29,0.1832,0.0573
562,2012-12-31,2013-01-12,2013-02-27,12124,7,SO51245,1,2384.07,2384.07,0,1481.9379,2384.07,190.7256,59.6018
222,2012-12-31,2013-01-12,2013-02-28,12124,7,SO51245,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
225,2012-12-31,2013-01-12,2013-03-01,12124,7,SO51245,1,8.99,8.99,0,6.9223,8.99,0.7192,0.2248
574,2012-12-31,2013-01-12,2013-03-02,25625,8,SO51246,1,2384.07,2384.07,0,1481.9379,2384.07,190.7256,59.6018
479,2012-12-31,2013-01-12,2013-03-03,25625,8,SO51246,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
477,2012-12-31,2013-01-12,2013-03-04,25625,8,SO51246,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
214,2012-12-31,2013-01-12,2013-03-05,25625,8,SO51246,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
372,2012-12-30,2013-01-11,2013-03-06,18208,9,SO51203,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
479,2012-12-30,2013-01-11,2013-03-07,18208,9,SO51203,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
477,2012-12-30,2013-01-11,2013-03-08,18208,9,SO51203,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
374,2012-12-30,2013-01-11,2013-03-09,13519,9,SO51204,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
355,2012-12-30,2013-01-11,2013-03-10,11240,10,SO51205,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
478,2012-12-30,2013-01-11,2013-03-11,11240,10,SO51205,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-30,2013-01-11,2013-03-12,11240,10,SO51205,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
222,2012-12-30,2013-01-11,2013-03-13,11240,10,SO51205,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
361,2012-12-30,2013-01-11,2013-03-14,11400,10,SO51206,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
478,2012-12-30,2013-01-11,2013-03-15,11400,10,SO51206,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-30,2013-01-11,2013-03-16,11400,10,SO51206,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
225,2012-12-30,2013-01-11,2013-03-17,11400,10,SO51206,1,8.99,8.99,0,6.9223,8.99,0.7192,0.2248
357,2012-12-30,2013-01-11,2013-03-18,11338,8,SO51207,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
478,2012-12-30,2013-01-11,2013-03-19,11338,8,SO51207,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-30,2013-01-11,2013-03-20,11338,8,SO51207,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
214,2012-12-30,2013-01-11,2013-03-21,11338,8,SO51207,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
372,2012-12-30,2013-01-11,2013-03-22,23234,8,SO51208,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
222,2012-12-30,2013-01-11,2013-03-23,23234,8,SO51208,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
593,2012-12-30,2013-01-11,2013-03-24,13059,4,SO51209,1,564.99,564.99,0,308.2179,564.99,45.1992,14.1248
485,2012-12-30,2013-01-11,2013-03-25,13059,4,SO51209,1,21.98,21.98,0,8.2205,21.98,1.7584,0.5495
217,2012-12-30,2013-01-11,2013-03-26,13059,4,SO51209,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
465,2012-12-30,2013-01-11,2013-03-27,13059,4,SO51209,1,24.49,24.49,0,9.1593,24.49,1.9592,0.6123
361,2012-12-30,2013-01-11,2013-03-28,11261,4,SO51210,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
222,2012-12-30,2013-01-11,2013-03-29,11261,4,SO51210,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
565,2012-12-30,2013-01-11,2013-03-30,13841,10,SO51211,1,742.35,742.35,0,461.4448,742.35,59.388,18.5588
482,2012-12-30,2013-01-11,2013-03-31,13841,10,SO51211,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
384,2012-12-30,2013-01-11,2013-04-01,24604,9,SO51212,1,1120.49,1120.49,0,713.0798,1120.49,89.6392,28.0123
539,2012-12-30,2013-01-11,2013-04-02,24604,9,SO51212,1,24.99,24.99,0,9.3463,24.99,1.9992,0.6248
529,2012-12-30,2013-01-11,2013-04-03,24604,9,SO51212,1,3.99,3.99,0,1.4923,3.99,0.3192,0.0998
214,2012-12-30,2013-01-11,2013-04-04,24604,9,SO51212,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
488,2012-12-30,2013-01-11,2013-04-05,24604,9,SO51212,1,53.99,53.99,0,41.5723,53.99,4.3192,1.3498
576,2012-12-30,2013-01-11,2013-04-06,28202,9,SO51213,1,2384.07,2384.07,0,1481.9379,2384.07,190.7256,59.6018
222,2012-12-30,2013-01-11,2013-04-07,28202,9,SO51213,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
584,2012-12-30,2013-01-11,2013-04-08,19765,9,SO51214,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
479,2012-12-30,2013-01-11,2013-04-09,19765,9,SO51214,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
477,2012-12-30,2013-01-11,2013-04-10,19765,9,SO51214,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
361,2012-12-30,2013-01-11,2013-04-11,11108,9,SO51215,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
537,2012-12-30,2013-01-11,2013-04-12,11108,9,SO51215,1,35,35,0,13.09,35,2.8,0.875
355,2012-12-30,2013-01-11,2013-04-13,11117,9,SO51216,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
485,2012-12-30,2013-01-11,2013-04-14,11117,9,SO51216,1,21.98,21.98,0,8.2205,21.98,1.7584,0.5495
478,2012-12-30,2013-01-11,2013-04-15,11117,9,SO51216,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-30,2013-01-11,2013-04-16,11117,9,SO51216,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
225,2012-12-30,2013-01-11,2013-04-17,11117,9,SO51216,1,8.99,8.99,0,6.9223,8.99,0.7192,0.2248
353,2012-12-30,2013-01-11,2013-04-18,11449,9,SO51217,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
528,2012-12-30,2013-01-11,2013-04-19,11449,9,SO51217,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
537,2012-12-30,2013-01-11,2013-04-20,11449,9,SO51217,1,35,35,0,13.09,35,2.8,0.875
480,2012-12-30,2013-01-11,2013-04-21,11449,9,SO51217,1,2.29,2.29,0,0.8565,2.29,0.1832,0.0573
596,2012-12-30,2013-01-11,2013-04-22,11943,9,SO51218,1,539.99,539.99,0,294.5797,539.99,43.1992,13.4998
560,2012-12-30,2013-01-11,2013-04-23,25086,4,SO51219,1,1214.85,1214.85,0,755.1508,1214.85,97.188,30.3713
530,2012-12-30,2013-01-11,2013-04-24,25086,4,SO51219,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
541,2012-12-30,2013-01-11,2013-04-25,25086,4,SO51219,1,28.99,28.99,0,10.8423,28.99,2.3192,0.7248
463,2012-12-30,2013-01-11,2013-04-26,25086,4,SO51219,1,24.49,24.49,0,9.1593,24.49,1.9592,0.6123
217,2012-12-30,2013-01-11,2013-04-27,25086,4,SO51219,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
604,2012-12-30,2013-01-11,2013-04-28,21575,4,SO51220,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
479,2012-12-30,2013-01-11,2013-04-29,21575,4,SO51220,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
390,2012-12-30,2013-01-11,2013-04-30,12130,8,SO51221,1,1120.49,1120.49,0,713.0798,1120.49,89.6392,28.0123
225,2012-12-30,2013-01-11,2013-05-01,12130,8,SO51221,1,8.99,8.99,0,6.9223,8.99,0.7192,0.2248
490,2012-12-30,2013-01-11,2013-05-02,12130,8,SO51221,1,53.99,53.99,0,41.5723,53.99,4.3192,1.3498
605,2012-12-30,2013-01-11,2013-05-03,25641,10,SO51222,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
538,2012-12-30,2013-01-11,2013-05-04,25641,10,SO51222,1,21.49,21.49,0,8.0373,21.49,1.7192,0.5373
577,2012-12-30,2013-01-11,2013-05-05,26826,8,SO51223,1,1214.85,1214.85,0,755.1508,1214.85,97.188,30.3713
479,2012-12-30,2013-01-11,2013-05-06,26826,8,SO51223,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
477,2012-12-30,2013-01-11,2013-05-07,26826,8,SO51223,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
482,2012-12-30,2013-01-11,2013-05-08,26826,8,SO51223,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
376,2012-12-29,2013-01-10,2013-05-09,16688,9,SO51189,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
217,2012-12-29,2013-01-10,2013-05-10,16688,9,SO51189,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
467,2012-12-29,2013-01-10,2013-05-11,16688,9,SO51189,1,24.49,24.49,0,9.1593,24.49,1.9592,0.6123
580,2012-12-29,2013-01-10,2013-05-12,20824,10,SO51190,1,1700.99,1700.99,0,1082.51,1700.99,136.0792,42.5248
529,2012-12-29,2013-01-10,2013-05-13,20824,10,SO51190,1,3.99,3.99,0,1.4923,3.99,0.3192,0.0998
539,2012-12-29,2013-01-10,2013-05-14,20824,10,SO51190,1,24.99,24.99,0,9.3463,24.99,1.9992,0.6248
363,2012-12-29,2013-01-10,2013-05-15,12390,8,SO51191,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
478,2012-12-29,2013-01-10,2013-05-16,12390,8,SO51191,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-29,2013-01-10,2013-05-17,12390,8,SO51191,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
214,2012-12-29,2013-01-10,2013-05-18,12390,8,SO51191,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
363,2012-12-29,2013-01-10,2013-05-19,11241,7,SO51192,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
214,2012-12-29,2013-01-10,2013-05-20,11241,7,SO51192,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
363,2012-12-29,2013-01-10,2013-05-21,11020,6,SO51193,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
485,2012-12-29,2013-01-10,2013-05-22,11020,6,SO51193,1,21.98,21.98,0,8.2205,21.98,1.7584,0.5495
363,2012-12-29,2013-01-10,2013-05-23,11089,4,SO51194,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
485,2012-12-29,2013-01-10,2013-05-24,11089,4,SO51194,1,21.98,21.98,0,8.2205,21.98,1.7584,0.5495
217,2012-12-29,2013-01-10,2013-05-25,11089,4,SO51194,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
588,2012-12-29,2013-01-10,2013-05-26,14066,9,SO51195,1,769.49,769.49,0,419.7784,769.49,61.5592,19.2373
528,2012-12-29,2013-01-10,2013-05-27,14066,9,SO51195,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
536,2012-12-29,2013-01-10,2013-05-28,14066,9,SO51195,1,29.99,29.99,0,11.2163,29.99,2.3992,0.7498
604,2012-12-29,2013-01-10,2013-05-29,18906,9,SO51196,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
479,2012-12-29,2013-01-10,2013-05-30,18906,9,SO51196,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
477,2012-12-29,2013-01-10,2013-05-31,18906,9,SO51196,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
222,2012-12-29,2013-01-10,2013-06-01,18906,9,SO51196,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
234,2012-12-29,2013-01-10,2013-06-02,18906,9,SO51196,1,49.99,49.99,0,38.4923,49.99,3.9992,1.2498
363,2012-12-29,2013-01-10,2013-06-03,11448,9,SO51197,1,2294.99,2294.99,0,1251.9813,2294.99,183.5992,57.3748
478,2012-12-29,2013-01-10,2013-06-04,11448,9,SO51197,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-29,2013-01-10,2013-06-05,11448,9,SO51197,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
225,2012-12-29,2013-01-10,2013-06-06,11448,9,SO51197,1,8.99,8.99,0,6.9223,8.99,0.7192,0.2248
357,2012-12-29,2013-01-10,2013-06-07,11006,9,SO51198,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
478,2012-12-29,2013-01-10,2013-06-08,11006,9,SO51198,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-29,2013-01-10,2013-06-09,11006,9,SO51198,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
606,2012-12-29,2013-01-10,2013-06-10,21440,4,SO51199,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
479,2012-12-29,2013-01-10,2013-06-11,21440,4,SO51199,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
225,2012-12-29,2013-01-10,2013-06-12,21440,4,SO51199,1,8.99,8.99,0,6.9223,8.99,0.7192,0.2248
477,2012-12-29,2013-01-10,2013-06-13,21440,4,SO51199,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
390,2012-12-29,2013-01-10,2013-06-14,22687,10,SO51200,1,1120.49,1120.49,0,713.0798,1120.49,89.6392,28.0123
217,2012-12-29,2013-01-10,2013-06-15,22687,10,SO51200,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
573,2012-12-29,2013-01-10,2013-06-16,27820,10,SO51201,1,2384.07,2384.07,0,1481.9379,2384.07,190.7256,59.6018
222,2012-12-29,2013-01-10,2013-06-17,27820,10,SO51201,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
578,2012-12-29,2013-01-10,2013-06-18,26864,8,SO51202,1,1214.85,1214.85,0,755.1508,1214.85,97.188,30.3713
489,2012-12-29,2013-01-10,2013-06-19,26864,8,SO51202,1,53.99,53.99,0,41.5723,53.99,4.3192,1.3498
380,2012-12-28,2013-01-09,2013-06-20,18239,9,SO51176,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
479,2012-12-28,2013-01-09,2013-06-21,18239,9,SO51176,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
577,2012-12-28,2013-01-09,2013-06-22,27873,9,SO51177,1,1214.85,1214.85,0,755.1508,1214.85,97.188,30.3713
217,2012-12-28,2013-01-09,2013-06-23,27873,9,SO51177,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
353,2012-12-28,2013-01-09,2013-06-24,11245,8,SO51178,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
478,2012-12-28,2013-01-09,2013-06-25,11245,8,SO51178,1,9.99,9.99,0,3.7363,9.99,0.7992,0.2498
477,2012-12-28,2013-01-09,2013-06-26,11245,8,SO51178,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
378,2012-12-28,2013-01-09,2013-06-27,22430,7,SO51179,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
540,2012-12-28,2013-01-09,2013-06-28,22430,7,SO51179,1,32.6,32.6,0,12.1924,32.6,2.608,0.815
529,2012-12-28,2013-01-09,2013-06-29,22430,7,SO51179,1,3.99,3.99,0,1.4923,3.99,0.3192,0.0998
486,2012-12-28,2013-01-09,2013-06-30,22430,7,SO51179,1,159,159,0,59.466,159,12.72,3.975
374,2012-12-28,2013-01-09,2013-07-01,16313,8,SO51180,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
479,2012-12-28,2013-01-09,2013-07-02,16313,8,SO51180,1,8.99,8.99,0,3.3623,8.99,0.7192,0.2248
477,2012-12-28,2013-01-09,2013-07-03,16313,8,SO51180,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
214,2012-12-28,2013-01-09,2013-07-04,16313,8,SO51180,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
231,2012-12-28,2013-01-09,2013-07-05,16313,8,SO51180,1,49.99,49.99,0,38.4923,49.99,3.9992,1.2498
372,2012-12-28,2013-01-09,2013-07-06,12132,7,SO51181,1,2443.35,2443.35,0,1554.9479,2443.35,195.468,61.0838
529,2012-12-28,2013-01-09,2013-07-07,12132,7,SO51181,1,3.99,3.99,0,1.4923,3.99,0.3192,0.0998
540,2012-12-28,2013-01-09,2013-07-08,12132,7,SO51181,1,32.6,32.6,0,12.1924,32.6,2.608,0.815
214,2012-12-28,2013-01-09,2013-07-09,12132,7,SO51181,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
581,2012-12-28,2013-01-09,2013-07-10,22998,6,SO51182,1,1700.99,1700.99,0,1082.51,1700.99,136.0792,42.5248
234,2012-12-28,2013-01-09,2013-07-11,22998,6,SO51182,1,49.99,49.99,0,38.4923,49.99,3.9992,1.2498
581,2012-12-28,2013-01-09,2013-07-12,20662,1,SO51183,1,1700.99,1700.99,0,1082.51,1700.99,136.0792,42.5248
234,2012-12-28,2013-01-09,2013-07-13,20662,1,SO51183,1,49.99,49.99,0,38.4923,49.99,3.9992,1.2498
353,2012-12-28,2013-01-09,2013-07-14,11263,1,SO51184,1,2319.99,2319.99,0,1265.6195,2319.99,185.5992,57.9998
537,2012-12-28,2013-01-09,2013-07-15,11263,1,SO51184,1,35,35,0,13.09,35,2.8,0.875
528,2012-12-28,2013-01-09,2013-07-16,11263,1,SO51184,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
222,2012-12-28,2013-01-09,2013-07-17,11263,1,SO51184,1,34.99,34.99,0,13.0863,34.99,2.7992,0.8748
571,2012-12-28,2013-01-09,2013-07-18,27767,8,SO51185,1,742.35,742.35,0,461.4448,742.35,59.388,18.5588
541,2012-12-28,2013-01-09,2013-07-19,27767,8,SO51185,1,28.99,28.99,0,10.8423,28.99,2.3192,0.7248
530,2012-12-28,2013-01-09,2013-07-20,27767,8,SO51185,1,4.99,4.99,0,1.8663,4.99,0.3992,0.1248
573,2012-12-28,2013-01-09,2013-07-21,24339,4,SO51186,1,2384.07,2384.07,0,1481.9379,2384.07,190.7256,59.6018
606,2012-12-28,2013-01-09,2013-07-22,22261,4,SO51187,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
538,2012-12-28,2013-01-09,2013-07-23,22261,4,SO51187,1,21.49,21.49,0,8.0373,21.49,1.7192,0.5373
606,2012-12-28,2013-01-09,2013-07-24,12657,8,SO51188,1,539.99,539.99,0,343.6496,539.99,43.1992,13.4998
360,2012-12-27,2013-01-08,2013-07-25,21655,6,SO51071,1,2049.0982,2049.0982,0,1105.81,2049.0982,163.9279,51.2275
352,2012-12-27,2013-01-08,2013-07-26,27571,4,SO51072,1,2071.4196,2071.4196,0,1117.8559,2071.4196,165.7136,51.7855
371,2012-12-27,2013-01-08,2013-07-27,19058,10,SO51073,1,2181.5625,2181.5625,0,1320.6838,2181.5625,174.525,54.5391
362,2012-12-27,2013-01-08,2013-07-28,13407,10,SO51074,1,2049.0982,2049.0982,0,1105.81,2049.0982,163.9279,51.2275
354,2012-12-27,2013-01-08,2013-07-29,12850,8,SO51075,1,2071.4196,2071.4196,0,1117.8559,2071.4196,165.7136,51.7855
329,2012-12-27,2013-01-08,2013-07-30,15959,1,SO51076,1,782.99,782.99,0,486.7066,782.99,62.6392,19.5748
354,2012-12-27,2013-01-08,2013-07-31,15729,9,SO51077,1,2071.4196,2071.4196,0,1117.8559,2071.4196,165.7136,51.7855
358,2012-12-27,2013-01-08,2013-08-01,15786,9,SO51078,1,2049.0982,2049.0982,0,1105.81,2049.0982,163.9279,51.2275
360,2012-12-27,2013-01-08,2013-08-02,16156,9,SO51079,1,2049.0982,2049.0982,0,1105.81,2049.0982,163.9279,51.2275
373,2012-12-27,2013-01-08,2013-08-03,24602,9,SO51080,1,2181.5625,2181.5625,0,1320.6838,2181.5625,174.525,54.5391
358,2012-12-26,2013-01-07,2013-08-04,27521,4,SO51064,1,2049.0982,2049.0982,0,1105.81,2049.0982,163.9279,51.2275
360,2012-12-26,2013-01-07,2013-08-05,27539,4,SO51065,1,2049.0982,2049.0982,0,1105.81,2049.0982,163.9279,51.2275
