ProductKey,ProductAlternateKey,EnglishProductName,UnitPrice,StandardCost,ProductSubcategoryKey,ListPrice,DealerPrice,,,
59,HN-1420,Hex Nut 8,,,,,,,,
60,HN-1428,Hex Nut 9,,,,,,,,
61,HN-3410,Hex Nut 22,,,,,,,,
62,HN-3416,Hex Nut 23,,,,,,,,
63,HN-3816,Hex Nut 12,,,,,,,,
64,HN-3824,Hex Nut 13,,,,,,,,
65,HN-4402,Hex Nut 1,,,,,,,,
66,HN-5161,Hex Nut 10,,,,,,,,
67,HN-5162,Hex Nut 11,,,,,,,,
68,HN-5400,Hex Nut 2,,,,,,,,
69,HN-5811,Hex Nut 20,,,,,,,,
70,HN-5818,Hex Nut 21,,,,,,,,
71,HN-6320,Hex Nut 3,,,,,,,,
72,HN-7161,Hex Nut 14,,,,,,,,
73,HN-7162,Hex Nut 15,,,,,,,,
74,HN-8320,Hex Nut 4,,,,,,,,
75,HN-9161,Hex Nut 18,,,,,,,,
76,HN-9168,Hex Nut 19,,,,,,,,
77,HT-2981,Handlebar Tube,,,,,,,,
78,HT-8019,Head Tube,,,,,,,,
79,HU-6280,LL Hub,,,,,,,,
80,HU-8998,HL Hub,,,,,,,,
81,KW-4091,Keyed Washer,,,,,,,,
82,LE-1000,External Lock Washer 3,,,,,,,,
83,LE-1200,External Lock Washer 4,,,,,,,,
84,LE-1201,External Lock Washer 9,,,,,,,,
85,LE-1400,External Lock Washer 5,,,,,,,,
86,LE-3800,External Lock Washer 7,,,,,,,,
87,LE-5160,External Lock Washer 6,,,,,,,,
88,LE-6000,External Lock Washer 1,,,,,,,,
89,LE-7160,External Lock Washer 8,,,,,,,,
90,LE-8000,External Lock Washer 2,,,,,,,,
91,LI-1000,Internal Lock Washer 3,,,,,,,,
92,LI-1200,Internal Lock Washer 4,,,,,,,,
93,LI-1201,Internal Lock Washer 9,,,,,,,,
94,LI-1400,Internal Lock Washer 5,,,,,,,,
95,LI-3800,Internal Lock Washer 7,,,,,,,,
96,LI-5160,Internal Lock Washer 6,,,,,,,,
97,LI-5800,Internal Lock Washer 10,,,,,,,,
98,LI-6000,Internal Lock Washer 1,,,,,,,,
99,LI-7160,Internal Lock Washer 8,,,,,,,,
100,LI-8000,Internal Lock Washer 2,,,,,,,,
101,LJ-1213,Thin-Jam Lock Nut 9,,,,,,,,
102,LJ-1220,Thin-Jam Lock Nut 10,,,,,,,,
103,LJ-1420,Thin-Jam Lock Nut 1,,,,,,,,
104,LJ-1428,Thin-Jam Lock Nut 2,,,,,,,,
105,LJ-3410,Thin-Jam Lock Nut 15,,,,,,,,
106,LJ-3416,Thin-Jam Lock Nut 16,,,,,,,,
107,LJ-3816,Thin-Jam Lock Nut 5,,,,,,,,
108,LJ-3824,Thin-Jam Lock Nut 6,,,,,,,,
109,LJ-5161,Thin-Jam Lock Nut 3,,,,,,,,
110,LJ-5162,Thin-Jam Lock Nut 4,,,,,,,,
111,LJ-5811,Thin-Jam Lock Nut 13,,,,,,,,
112,LJ-5818,Thin-Jam Lock Nut 14,,,,,,,,
113,LJ-7161,Thin-Jam Lock Nut 7,,,,,,,,
114,LJ-7162,Thin-Jam Lock Nut 8,,,,,,,,
115,LJ-9080,Thin-Jam Lock Nut 12,,,,,,,,
116,LJ-9161,Thin-Jam Lock Nut 11,,,,,,,,
117,LN-1024,Lock Nut 5,,,,,,,,
118,LN-1032,Lock Nut 6,,,,,,,,
119,LN-1213,Lock Nut 16,,,,,,,,
120,LN-1220,Lock Nut 17,,,,,,,,
121,LN-1224,Lock Nut 7,,,,,,,,
122,LN-1420,Lock Nut 8,,,,,,,,
123,LN-1428,Lock Nut 9,,,,,,,,
124,LN-3410,Lock Nut 22,,,,,,,,
125,LN-3416,Lock Nut 23,,,,,,,,
126,LN-3816,Lock Nut 12,,,,,,,,
127,LN-3824,Lock Nut 13,,,,,,,,
128,LN-4400,Lock Nut 1,,,,,,,,
129,LN-5161,Lock Nut 10,,,,,,,,
130,LN-5162,Lock Nut 11,,,,,,,,
131,LN-5400,Lock Nut 2,,,,,,,,
132,LN-5811,Lock Nut 20,,,,,,,,
133,LN-5818,Lock Nut 21,,,,,,,,
134,LN-6320,Lock Nut 3,,,,,,,,
135,LN-7161,Lock Nut 14,,,,,,,,
136,LN-7162,Lock Nut 15,,,,,,,,
137,LN-8320,Lock Nut 4,,,,,,,,
138,LN-9080,Lock Nut 19,,,,,,,,
139,LN-9161,Lock Nut 18,,,,,,,,
140,LR-2398,Lock Ring,,,,,,,,
141,LR-8520,Lower Head Race,,,,,,,,
142,LW-1000,Lock Washer 4,,,,,,,,
143,LW-1200,Lock Washer 5,,,,,,,,
144,LW-1201,Lock Washer 10,,,,,,,,
145,LW-1400,Lock Washer 6,,,,,,,,
146,LW-3400,Lock Washer 13,,,,,,,,
147,LW-3800,Lock Washer 8,,,,,,,,
148,LW-4000,Lock Washer 1,,,,,,,,
149,LW-5160,Lock Washer 7,,,,,,,,
150,LW-5800,Lock Washer 12,,,,,,,,
151,LW-6000,Lock Washer 2,,,,,,,,
152,LW-7160,Lock Washer 9,,,,,,,,
153,LW-8000,Lock Washer 3,,,,,,,,
154,LW-9160,Lock Washer 11,,,,,,,,
155,MA-7075,Metal Angle,,,,,,,,
156,MB-2024,Metal Bar 1,,,,,,,,
157,MB-6061,Metal Bar 2,,,,,,,,
158,MP-2066,Metal Plate 2,,,,,,,,
159,MP-2503,Metal Plate 1,,,,,,,,
160,MP-4960,Metal Plate 3,,,,,,,,
161,MS-0253,Metal Sheet 2,,,,,,,,
162,MS-1256,Metal Sheet 3,,,,,,,,
163,MS-1981,Metal Sheet 7,,,,,,,,
164,MS-2259,Metal Sheet 4,,,,,,,,
165,MS-2341,Metal Sheet 5,,,,,,,,
166,MS-2348,Metal Sheet 6,,,,,,,,
167,MS-6061,Metal Sheet 1,,,,,,,,
168,MT-1000,Metal Tread Plate,,,,,,,,
169,NI-4127,LL Nipple,,,,,,,,
170,NI-9522,HL Nipple,,,,,,,,
171,PA-187B,Paint - Black,,,,,,,,
172,PA-361R,Paint - Red,,,,,,,,
173,PA-529S,Paint - Silver,,,,,,,,
174,PA-632U,Paint - Blue,,,,,,,,
175,PA-823Y,Paint - Yellow,,,,,,,,
176,PB-6109,Pinch Bolt,,,,,,,,
177,RA-2345,Cup-Shaped Race,,,,,,,,
178,RA-7490,Cone-Shaped Race,,,,,,,,
179,RF-9198,Reflector,,,,,,,,
180,RM-M464,LL Mountain Rim,,,,,,,,
181,RM-M692,ML Mountain Rim,,,,,,,,
182,RM-M823,HL Mountain Rim,,,,,,,,
183,RM-R436,LL Road Rim,,,,,,,,
184,RM-R600,ML Road Rim,,,,,,,,
185,RM-R800,HL Road Rim,,,,,,,,
186,RM-T801,Touring Rim,,,,,,,,
187,SA-M198,LL Mountain Seat Assembly,,,,,,,,
188,SA-M237,ML Mountain Seat Assembly,,,,,,,,
189,SA-M687,HL Mountain Seat Assembly,,,,,,,,
190,SA-R127,LL Road Seat Assembly,,,,,,,,
191,SA-R430,ML Road Seat Assembly,,,,,,,,
192,SA-R522,HL Road Seat Assembly,,,,,,,,
193,SA-T467,LL Touring Seat Assembly,,,,,,,,
194,SA-T612,ML Touring Seat Assembly,,,,,,,,
195,SA-T872,HL Touring Seat Assembly,,,,,,,,
196,SD-2342,LL Spindle/Axle,,,,,,,,
197,SD-9872,HL Spindle/Axle,,,,,,,,
198,SH-4562,LL Shell,,,,,,,,
199,SH-9312,HL Shell,,,,,,,,
200,SK-9283,Spokes,,,,,,,,
201,SL-0931,Seat Lug,,,,,,,,
202,SM-9087,Stem,,,,,,,,
203,SP-2981,Seat Post,,,,,,,,
204,SR-2098,Steerer,,,,,,,,
205,SS-2985,Seat Stays,,,,,,,,
206,ST-9828,Seat Tube,,,,,,,,
207,TO-2301,Top Tube,,,,,,,,
208,TP-0923,Tension Pulley,,,,,,,,
209,RC-0291,Rear Derailleur Cage,,,,,,,,
210,FR-R92B-58,"HL Road Frame - Black, 58",,,14,,,,,
211,FR-R92R-58,"HL Road Frame - Red, 58",,,14,,,,,
214,HL-U509-R,"Sport-100 Helmet, Red",35,13.0863,31,34.99,20.994,,,
217,HL-U509,"Sport-100 Helmet, Black",35,13.0863,31,34.99,20.994,,,
222,HL-U509-B,"Sport-100 Helmet, Blue",35,13.0863,31,34.99,20.994,,,
225,CA-1098,AWC Logo Cap,9,6.9223,19,8.99,5.394,,,
228,LJ-0192-S,"Long-Sleeve Logo Jersey, S",50,38.4923,21,49.99,29.994,,,
231,LJ-0192-M,"Long-Sleeve Logo Jersey, M",50,38.4923,21,49.99,29.994,,,
234,LJ-0192-L,"Long-Sleeve Logo Jersey, L",50,38.4923,21,49.99,29.994,,,
237,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",50,38.4923,21,49.99,29.994,,,
310,BK-R93R-62,"Road-150 Red, 62",3578,2171.2942,2,3578.27,2146.962,,,
311,BK-R93R-44,"Road-150 Red, 44",3578,2171.2942,2,3578.27,2146.962,,,
312,BK-R93R-48,"Road-150 Red, 48",3578,2171.2942,2,3578.27,2146.962,,,
313,BK-R93R-52,"Road-150 Red, 52",3578,2171.2942,2,3578.27,2146.962,,,
314,BK-R93R-56,"Road-150 Red, 56",3578,2171.2942,2,3578.27,2146.962,,,
320,BK-R50R-58,"Road-650 Red, 58",699,413.1463,2,699.0982,419.4589,,,
321,BK-R50R-58,"Road-650 Red, 58",783,486.7066,2,782.99,469.794,,,
322,BK-R50R-60,"Road-650 Red, 60",699,413.1463,2,699.0982,419.4589,,,
323,BK-R50R-60,"Road-650 Red, 60",783,486.7066,2,782.99,469.794,,,
324,BK-R50R-62,"Road-650 Red, 62",699,413.1463,2,699.0982,419.4589,,,
325,BK-R50R-62,"Road-650 Red, 62",783,486.7066,2,782.99,469.794,,,
326,BK-R50R-44,"Road-650 Red, 44",699,413.1463,2,699.0982,419.4589,,,
327,BK-R50R-44,"Road-650 Red, 44",783,486.7066,2,782.99,469.794,,,
328,BK-R50R-48,"Road-650 Red, 48",699,413.1463,2,699.0982,419.4589,,,
329,BK-R50R-48,"Road-650 Red, 48",783,486.7066,2,782.99,469.794,,,
330,BK-R50R-52,"Road-650 Red, 52",699,413.1463,2,699.0982,419.4589,,,
331,BK-R50R-52,"Road-650 Red, 52",783,486.7066,2,782.99,469.794,,,
332,BK-R50B-58,"Road-650 Black, 58",699,413.1463,2,699.0982,419.4589,,,
333,BK-R50B-58,"Road-650 Black, 58",783,486.7066,2,782.99,469.794,,,
334,BK-R50B-60,"Road-650 Black, 60",699,413.1463,2,699.0982,419.4589,,,
335,BK-R50B-60,"Road-650 Black, 60",783,486.7066,2,782.99,469.794,,,
336,BK-R50B-62,"Road-650 Black, 62",699,413.1463,2,699.0982,419.4589,,,
337,BK-R50B-62,"Road-650 Black, 62",783,486.7066,2,782.99,469.794,,,
338,BK-R50B-44,"Road-650 Black, 44",699,413.1463,2,699.0982,419.4589,,,
339,BK-R50B-44,"Road-650 Black, 44",783,486.7066,2,782.99,469.794,,,
340,BK-R50B-48,"Road-650 Black, 48",699,413.1463,2,699.0982,419.4589,,,
341,BK-R50B-48,"Road-650 Black, 48",783,486.7066,2,782.99,469.794,,,
342,BK-R50B-52,"Road-650 Black, 52",699,413.1463,2,699.0982,419.4589,,,
343,BK-R50B-52,"Road-650 Black, 52",783,486.7066,2,782.99,469.794,,,
344,BK-M82S-38,"Mountain-100 Silver, 38",3400,1912.1544,1,3399.99,2039.994,,,
345,BK-M82S-42,"Mountain-100 Silver, 42",3400,1912.1544,1,3399.99,2039.994,,,
346,BK-M82S-44,"Mountain-100 Silver, 44",3400,1912.1544,1,3399.99,2039.994,,,
347,BK-M82S-48,"Mountain-100 Silver, 48",3400,1912.1544,1,3399.99,2039.994,,,
348,BK-M82B-38,"Mountain-100 Black, 38",3375,1898.0944,1,3374.99,2024.994,,,
349,BK-M82B-42,"Mountain-100 Black, 42",3375,1898.0944,1,3374.99,2024.994,,,
350,BK-M82B-44,"Mountain-100 Black, 44",3375,1898.0944,1,3374.99,2024.994,,,
351,BK-M82B-48,"Mountain-100 Black, 48",3375,1898.0944,1,3374.99,2024.994,,,
352,BK-M68S-38,"Mountain-200 Silver, 38",2071,1117.8559,1,2071.4196,1242.8518,,,
353,BK-M68S-38,"Mountain-200 Silver, 38",2320,1265.6195,1,2319.99,1391.994,,,
354,BK-M68S-42,"Mountain-200 Silver, 42",2071,1117.8559,1,2071.4196,1242.8518,,,
355,BK-M68S-42,"Mountain-200 Silver, 42",2320,1265.6195,1,2319.99,1391.994,,,
356,BK-M68S-46,"Mountain-200 Silver, 46",2071,1117.8559,1,2071.4196,1242.8518,,,
357,BK-M68S-46,"Mountain-200 Silver, 46",2320,1265.6195,1,2319.99,1391.994,,,
358,BK-M68B-38,"Mountain-200 Black, 38",2049,1105.81,1,2049.0982,1229.4589,,,
359,BK-M68B-38,"Mountain-200 Black, 38",2295,1251.9813,1,2294.99,1376.994,,,
360,BK-M68B-42,"Mountain-200 Black, 42",2049,1105.81,1,2049.0982,1229.4589,,,
361,BK-M68B-42,"Mountain-200 Black, 42",2295,1251.9813,1,2294.99,1376.994,,,
362,BK-M68B-46,"Mountain-200 Black, 46",2049,1105.81,1,2049.0982,1229.4589,,,
363,BK-M68B-46,"Mountain-200 Black, 46",2295,1251.9813,1,2294.99,1376.994,,,
368,BK-R89R-44,"Road-250 Red, 44",2443,1518.7864,2,2443.35,1466.01,,,
369,BK-R89R-48,"Road-250 Red, 48",2443,1518.7864,2,2443.35,1466.01,,,
370,BK-R89R-52,"Road-250 Red, 52",2443,1518.7864,2,2443.35,1466.01,,,
371,BK-R89R-58,"Road-250 Red, 58",2182,1320.6838,2,2181.5625,1308.9375,,,
372,BK-R89R-58,"Road-250 Red, 58",2443,1554.9479,2,2443.35,1466.01,,,
373,BK-R89B-44,"Road-250 Black, 44",2182,1320.6838,2,2181.5625,1308.9375,,,
374,BK-R89B-44,"Road-250 Black, 44",2443,1554.9479,2,2443.35,1466.01,,,
375,BK-R89B-48,"Road-250 Black, 48",2182,1320.6838,2,2181.5625,1308.9375,,,
376,BK-R89B-48,"Road-250 Black, 48",2443,1554.9479,2,2443.35,1466.01,,,
377,BK-R89B-52,"Road-250 Black, 52",2182,1320.6838,2,2181.5625,1308.9375,,,
378,BK-R89B-52,"Road-250 Black, 52",2443,1554.9479,2,2443.35,1466.01,,,
379,BK-R89B-58,"Road-250 Black, 58",2182,1320.6838,2,2181.5625,1308.9375,,,
380,BK-R89B-58,"Road-250 Black, 58",2443,1554.9479,2,2443.35,1466.01,,,
381,BK-R64Y-38,"Road-550-W Yellow, 38",1000,605.6492,2,1000.4375,600.2625,,,
382,BK-R64Y-38,"Road-550-W Yellow, 38",1120,713.0798,2,1120.49,672.294,,,
383,BK-R64Y-40,"Road-550-W Yellow, 40",1000,605.6492,2,1000.4375,600.2625,,,
384,BK-R64Y-40,"Road-550-W Yellow, 40",1120,713.0798,2,1120.49,672.294,,,
385,BK-R64Y-42,"Road-550-W Yellow, 42",1000,605.6492,2,1000.4375,600.2625,,,
386,BK-R64Y-42,"Road-550-W Yellow, 42",1120,713.0798,2,1120.49,672.294,,,
387,BK-R64Y-44,"Road-550-W Yellow, 44",1000,605.6492,2,1000.4375,600.2625,,,
388,BK-R64Y-44,"Road-550-W Yellow, 44",1120,713.0798,2,1120.49,672.294,,,
389,BK-R64Y-48,"Road-550-W Yellow, 48",1000,605.6492,2,1000.4375,600.2625,,,
390,BK-R64Y-48,"Road-550-W Yellow, 48",1120,713.0798,2,1120.49,672.294,,,
463,GL-H102-S,"Half-Finger Gloves, S",24,9.1593,20,24.49,14.694,,,
465,GL-H102-M,"Half-Finger Gloves, M",24,9.1593,20,24.49,14.694,,,
467,GL-H102-L,"Half-Finger Gloves, L",24,9.1593,20,24.49,14.694,,,
471,VE-C304-S,"Classic Vest, S",64,23.749,25,63.5,38.1,,,
472,VE-C304-M,"Classic Vest, M",64,23.749,25,63.5,38.1,,,
473,VE-C304-L,"Classic Vest, L",64,23.749,25,63.5,38.1,,,
474,SH-W890-S,"Women's Mountain Shorts, S",70,26.1763,22,69.99,41.994,,,
475,SH-W890-M,"Women's Mountain Shorts, M",70,26.1763,22,69.99,41.994,,,
476,SH-W890-L,"Women's Mountain Shorts, L",70,26.1763,22,69.99,41.994,,,
477,WB-H098,Water Bottle - 30 oz.,5,1.8663,28,4.99,2.994,,,
478,BC-M005,Mountain Bottle Cage,10,3.7363,28,9.99,5.994,,,
479,BC-R205,Road Bottle Cage,9,3.3623,28,8.99,5.394,,,
480,PK-7098,Patch Kit/8 Patches,2,0.8565,37,2.29,1.374,,,
481,SO-R809-M,"Racing Socks, M",9,3.3623,23,8.99,5.394,,,
482,SO-R809-L,"Racing Socks, L",9,3.3623,23,8.99,5.394,,,
483,RA-H123,Hitch Rack - 4-Bike,120,44.88,26,120,72,,,
484,CL-9009,Bike Wash - Dissolver,8,2.9733,29,7.95,4.77,,,
485,FE-6654,Fender Set - Mountain,22,8.2205,30,21.98,13.188,,,
486,ST-1401,All-Purpose Bike Stand,159,59.466,27,159,95.4,,,
487,HY-1023-70,Hydration Pack - 70 oz.,55,20.5663,32,54.99,32.994,,,
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",54,41.5723,21,53.99,32.394,,,
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",54,41.5723,21,53.99,32.394,,,
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",54,41.5723,21,53.99,32.394,,,
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",54,41.5723,21,53.99,32.394,,,
528,TT-M928,Mountain Tire Tube,5,1.8663,37,4.99,2.994,,,
529,TT-R982,Road Tire Tube,4,1.4923,37,3.99,2.394,,,
530,TT-T092,Touring Tire Tube,5,1.8663,37,4.99,2.994,,,
535,TI-M267,LL Mountain Tire,25,9.3463,37,24.99,14.994,,,
536,TI-M602,ML Mountain Tire,30,11.2163,37,29.99,17.994,,,
537,TI-M823,HL Mountain Tire,35,13.09,37,35,21,,,
538,TI-R092,LL Road Tire,21,8.0373,37,21.49,12.894,,,
539,TI-R628,ML Road Tire,25,9.3463,37,24.99,14.994,,,
540,TI-R982,HL Road Tire,33,12.1924,37,32.6,19.56,,,
541,TI-T723,Touring Tire,29,10.8423,37,28.99,17.394,,,
560,BK-T44U-60,"Touring-2000 Blue, 60",1215,755.1508,3,1214.85,728.91,,,
561,BK-T79Y-46,"Touring-1000 Yellow, 46",2384,1481.9379,3,2384.07,1430.442,,,
562,BK-T79Y-50,"Touring-1000 Yellow, 50",2384,1481.9379,3,2384.07,1430.442,,,
563,BK-T79Y-54,"Touring-1000 Yellow, 54",2384,1481.9379,3,2384.07,1430.442,,,
564,BK-T79Y-60,"Touring-1000 Yellow, 60",2384,1481.9379,3,2384.07,1430.442,,,
565,BK-T18U-54,"Touring-3000 Blue, 54",742,461.4448,3,742.35,445.41,,,
566,BK-T18U-58,"Touring-3000 Blue, 58",742,461.4448,3,742.35,445.41,,,
567,BK-T18U-62,"Touring-3000 Blue, 62",742,461.4448,3,742.35,445.41,,,
568,BK-T18Y-44,"Touring-3000 Yellow, 44",742,461.4448,3,742.35,445.41,,,
569,BK-T18Y-50,"Touring-3000 Yellow, 50",742,461.4448,3,742.35,445.41,,,
570,BK-T18Y-54,"Touring-3000 Yellow, 54",742,461.4448,3,742.35,445.41,,,
571,BK-T18Y-58,"Touring-3000 Yellow, 58",742,461.4448,3,742.35,445.41,,,
572,BK-T18Y-62,"Touring-3000 Yellow, 62",742,461.4448,3,742.35,445.41,,,
573,BK-T79U-46,"Touring-1000 Blue, 46",2384,1481.9379,3,2384.07,1430.442,,,
574,BK-T79U-50,"Touring-1000 Blue, 50",2384,1481.9379,3,2384.07,1430.442,,,
575,BK-T79U-54,"Touring-1000 Blue, 54",2384,1481.9379,3,2384.07,1430.442,,,
576,BK-T79U-60,"Touring-1000 Blue, 60",2384,1481.9379,3,2384.07,1430.442,,,
577,BK-T44U-46,"Touring-2000 Blue, 46",1215,755.1508,3,1214.85,728.91,,,
578,BK-T44U-50,"Touring-2000 Blue, 50",1215,755.1508,3,1214.85,728.91,,,
579,BK-T44U-54,"Touring-2000 Blue, 54",1215,755.1508,3,1214.85,728.91,,,
580,BK-R79Y-40,"Road-350-W Yellow, 40",1701,1082.51,2,1700.99,1020.594,,,
581,BK-R79Y-42,"Road-350-W Yellow, 42",1701,1082.51,2,1700.99,1020.594,,,
582,BK-R79Y-44,"Road-350-W Yellow, 44",1701,1082.51,2,1700.99,1020.594,,,
583,BK-R79Y-48,"Road-350-W Yellow, 48",1701,1082.51,2,1700.99,1020.594,,,
584,BK-R19B-58,"Road-750 Black, 58",540,343.6496,2,539.99,323.994,,,
585,BK-T18U-44,"Touring-3000 Blue, 44",742,461.4448,3,742.35,445.41,,,
586,BK-T18U-50,"Touring-3000 Blue, 50",742,461.4448,3,742.35,445.41,,,
587,BK-M38S-38,"Mountain-400-W Silver, 38",769,419.7784,1,769.49,461.694,,,
588,BK-M38S-40,"Mountain-400-W Silver, 40",769,419.7784,1,769.49,461.694,,,
589,BK-M38S-42,"Mountain-400-W Silver, 42",769,419.7784,1,769.49,461.694,,,
590,BK-M38S-46,"Mountain-400-W Silver, 46",769,419.7784,1,769.49,461.694,,,
591,BK-M18S-40,"Mountain-500 Silver, 40",565,308.2179,1,564.99,338.994,,,
592,BK-M18S-42,"Mountain-500 Silver, 42",565,308.2179,1,564.99,338.994,,,
593,BK-M18S-44,"Mountain-500 Silver, 44",565,308.2179,1,564.99,338.994,,,
594,BK-M18S-48,"Mountain-500 Silver, 48",565,308.2179,1,564.99,338.994,,,
595,BK-M18S-52,"Mountain-500 Silver, 52",565,308.2179,1,564.99,338.994,,,
596,BK-M18B-40,"Mountain-500 Black, 40",540,294.5797,1,539.99,323.994,,,
597,BK-M18B-42,"Mountain-500 Black, 42",540,294.5797,1,539.99,323.994,,,
598,BK-M18B-44,"Mountain-500 Black, 44",540,294.5797,1,539.99,323.994,,,
599,BK-M18B-48,"Mountain-500 Black, 48",540,294.5797,1,539.99,323.994,,,
600,BK-M18B-52,"Mountain-500 Black, 52",540,294.5797,1,539.99,323.994,,,
604,BK-R19B-44,"Road-750 Black, 44",540,343.6496,2,539.99,323.994,,,
605,BK-R19B-48,"Road-750 Black, 48",540,343.6496,2,539.99,323.994,,,
606,BK-R19B-52,"Road-750 Black, 52",540,343.6496,2,539.99,323.994,,,
212,HL-U509-R,"Sport-100 Helmet, Red",,12.0278,31,33.6442,20.1865,,,
213,HL-U509-R,"Sport-100 Helmet, Red",,13.8782,31,33.6442,20.1865,,,
215,HL-U509,"Sport-100 Helmet, Black",,12.0278,31,33.6442,20.1865,,,
216,HL-U509,"Sport-100 Helmet, Black",,13.8782,31,33.6442,20.1865,,,
218,SO-B909-M,"Mountain Bike Socks, M",,3.3963,23,9.5,5.7,,,
219,SO-B909-L,"Mountain Bike Socks, L",,3.3963,23,9.5,5.7,,,
220,HL-U509-B,"Sport-100 Helmet, Blue",,12.0278,31,33.6442,20.1865,,,
221,HL-U509-B,"Sport-100 Helmet, Blue",,13.8782,31,33.6442,20.1865,,,
223,CA-1098,AWC Logo Cap,,5.7052,19,8.6442,5.1865,,,
224,CA-1098,AWC Logo Cap,,5.2297,19,8.6442,5.1865,,,
226,LJ-0192-S,"Long-Sleeve Logo Jersey, S",,31.7244,21,48.0673,28.8404,,,
227,LJ-0192-S,"Long-Sleeve Logo Jersey, S",,29.0807,21,48.0673,28.8404,,,
229,LJ-0192-M,"Long-Sleeve Logo Jersey, M",,31.7244,21,48.0673,28.8404,,,
230,LJ-0192-M,"Long-Sleeve Logo Jersey, M",,29.0807,21,48.0673,28.8404,,,
232,LJ-0192-L,"Long-Sleeve Logo Jersey, L",,31.7244,21,48.0673,28.8404,,,
233,LJ-0192-L,"Long-Sleeve Logo Jersey, L",,29.0807,21,48.0673,28.8404,,,
235,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",,31.7244,21,48.0673,28.8404,,,
236,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",,29.0807,21,48.0673,28.8404,,,
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",,623.8403,12,1204.3248,722.5949,,,
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",,660.9142,12,1240.4545,744.2727,,,
